Job_Id,Job_Major,Job_Title,Job_Description
2605, Criminal Justice and Fire Protection,Fire Services Consultant," Provide expertise and advice on fire protection and safety measures to organizations, government agencies, or fire departments."
2606, Criminal Justice and Fire Protection,Emergency Management Specialist," Oversee and coordinate responses to emergencies and disasters, integrating skills from both criminal justice and fire protection fields to manage and mitigate incidents."
2607, Criminal Justice and Fire Protection,Homeland Security Specialist," Work on national security issues, including terrorism prevention and response, using knowledge from both criminal justice and fire protection disciplines."
2608, Criminal Justice and Fire Protection,Public Safety Director," Manage and coordinate public safety services, including police, fire, and emergency medical services, ensuring effective and integrated response strategies."
2609, Public Administration,City Manager," Oversee and manage the operations of a city or municipality, including budgeting, policy implementation, and coordination of services."
2610, Public Administration,Public Affairs Specialist," Develop and manage communication strategies for government agencies or public institutions, handling media relations and public outreach."
2611, Public Administration,Administrative Services Manager," Oversee administrative functions within government agencies or public organizations, including office management, budgeting, and human resources."
2612, Public Administration,Policy Analyst," Research and analyze public policies, providing recommendations to government officials or organizations on policy development and implementation."
2613, Public Administration,Urban Planner," Develop plans and policies for land use, zoning, and community development, working to improve urban environments and infrastructure."
2614, Public Administration,Public Health Administrator," Manage public health programs and initiatives, overseeing healthcare services, policy implementation, and community health efforts."
2615, Public Administration,Social Services Manager," Oversee and coordinate social services programs, such as those related to housing, welfare, or community support."
2616, Public Administration,Public Safety Manager," Coordinate and manage public safety initiatives, including emergency management, law enforcement, and fire protection services."
2617, Public Administration,Nonprofit Manager," Oversee the operations of nonprofit organizations, including program management, fundraising, and strategic planning."
